tool		SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025
run set		SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java
../sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
jpf-regression/ExGenSymExe_false.yml	false	false	1.827429	0.8876062770032149	114.642944
jpf-regression/ExGenSymExe_true.yml	true	true	1.910818	0.9054839400014316	124.801024
jpf-regression/ExLazy_false.yml	false	false	1.99742	0.9710209110016876	129.830912
jpf-regression/ExLazy_true.yml	true	true	1.975513	0.9780163970026479	128.942080
jpf-regression/ExMIT_false.yml	false	false	2.022032	0.96380630099884	133.210112
jpf-regression/ExMIT_true.yml	true	true	1.996288	0.9582596859982004	123.080704
jpf-regression/ExSymExe10_false.yml	false	false	2.093763	0.9972026420000475	130.744320
jpf-regression/ExSymExe10_true.yml	true	true	1.960528	0.9402809759994852	122.978304
jpf-regression/ExSymExe11_false.yml	false	false	1.937776	0.9021120600009453	115.777536
jpf-regression/ExSymExe11_true.yml	true	true	2.029419	0.987984340001276	128.806912
jpf-regression/ExSymExe12_false.yml	false	false	2.868307	1.3777723570019589	237.744128
jpf-regression/ExSymExe12_true.yml	true	true	2.051075	0.9841458299997612	134.156288
jpf-regression/ExSymExe13_false.yml	false	false	2.711969	1.3021398540004157	178.593792
jpf-regression/ExSymExe13_true.yml	true	true	2.773583	1.3546856269967975	172.298240
jpf-regression/ExSymExe14_false.yml	false	false	2.503613	1.175283014003071	171.376640
jpf-regression/ExSymExe14_true.yml	true	true	2.106509	0.9953747560030024	133.218304
jpf-regression/ExSymExe15_false.yml	false	false	2.119345	0.9982289920008043	132.464640
jpf-regression/ExSymExe15_true.yml	true	true	2.034439	0.9646689159999369	122.400768
jpf-regression/ExSymExe16_false.yml	false	false	1.90272	0.8929749610033468	115.056640
jpf-regression/ExSymExe16_true.yml	true	true	1.888477	0.8910503439983586	114.831360
